,sample_id,lDDT-BS_0,lDDT-BS_1,lDDT-BS_2,lDDT-BS_3,lDDT-BS_4,lDDT-BS_5,lDDT-BS_6,lDDT-BS_7,lDDT-BS_8,lDDT-BS_9,lDDT-BS_10,lDDT-BS_11,lDDT-BS_12,lDDT-BS_13,lDDT-BS_14,lDDT-BS_15,lDDT-BS_16,lDDT-BS_17,lDDT-BS_18,lDDT-BS_19,lDDT-BS_20,lDDT-BS_21,lDDT-BS_22,lDDT-BS_23,lDDT-BS_24,lDDT-BS_25,lDDT-BS_26,lDDT-BS_27,lDDT-BS_28,lDDT-BS_29,lDDT-BS_30,lDDT-BS_31,lig_rmsd_0,lig_rmsd_1,lig_rmsd_2,lig_rmsd_3,lig_rmsd_4,lig_rmsd_5,lig_rmsd_6,lig_rmsd_7,lig_rmsd_8,lig_rmsd_9,lig_rmsd_10,lig_rmsd_11,lig_rmsd_12,lig_rmsd_13,lig_rmsd_14,lig_rmsd_15,lig_rmsd_16,lig_rmsd_17,lig_rmsd_18,lig_rmsd_19,lig_rmsd_20,lig_rmsd_21,lig_rmsd_22,lig_rmsd_23,lig_rmsd_24,lig_rmsd_25,lig_rmsd_26,lig_rmsd_27,lig_rmsd_28,lig_rmsd_29,lig_rmsd_30,lig_rmsd_31,clash_0,clash_1,clash_2,clash_3,clash_4,clash_5,clash_6,clash_7,clash_8,clash_9,clash_10,clash_11,clash_12,clash_13,clash_14,clash_15,clash_16,clash_17,clash_18,clash_19,clash_20,clash_21,clash_22,clash_23,clash_24,clash_25,clash_26,clash_27,clash_28,clash_29,clash_30,clash_31
49,6QTQA,0.8680995765485262,0.8767341563576146,0.876684391184857,0.8763052068258587,0.812267686191358,0.8538518344101153,0.8593280895760185,0.8612498123394815,0.8396549554247605,0.8594366155172649,0.8539698014133855,0.876971434605749,0.8883911277118482,0.8440389790033039,0.8227438393392061,0.8504526285748732,0.872493282744759,0.8227115759724065,0.873154994688536,0.8773711684503054,0.8688206829522785,0.8613615020325309,0.8730945038168054,0.8619758329893413,0.8687897889237655,0.8122179319984034,0.8440251428829996,0.8549732158058568,0.8663172047389182,0.867530738052569,0.8656863256504661,0.8682841595850492,14.8293,12.3852,10.0862,8.8338,7.82541,15.4541,11.1137,9.78154,12.3197,7.08998,8.23734,7.32442,8.34348,9.33241,7.72133,5.24767,11.9685,9.29537,12.0963,10.8701,11.1732,10.501,8.93925,8.62802,12.6868,9.2095,9.39245,7.92559,10.7897,10.1521,9.44174,6.95333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,6GJ6A,0.8592709388051715,0.8563048584120614,0.8589576525347573,0.8400327052388873,0.8547850676945278,0.8321205973625183,0.8554944353444236,0.8384329165731158,0.8671683328492301,0.8507116564682552,0.8587587646075657,0.8599888554641179,0.8542666818414416,0.8626288643905095,0.8436524186815534,0.8669516486780984,0.8500812947750092,0.8513835796288082,0.8589112545762744,0.836548524243491,0.8290663957595825,0.8537681741373879,0.8529437865529742,0.8424181640148163,0.8492997246129173,0.8448381764548165,0.8331086422715869,0.846557446888515,0.8588328574384961,0.8627719240529197,0.8613091281482151,0.8102313216243472,5.48777,3.99807,5.34344,4.65575,6.72054,4.27845,6.28102,3.90521,5.67037,5.14883,6.56052,6.07972,6.83646,4.19575,4.96107,5.22528,8.08213,6.06508,4.89468,6.07579,5.77256,5.27658,6.59925,5.08541,4.17615,5.83628,4.05999,5.21028,6.82814,5.36869,6.03249,4.49451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,6OS5A,0.8772285495485578,0.8585029542446136,0.8807938950402396,0.8647513091564178,0.8818860139165606,0.8699108447347369,0.8764732948371342,0.8615737514836448,0.8704992405005864,0.8635988490922111,0.8733518208776202,0.8588775098323822,0.8346032670566014,0.8777931162289211,0.8681457511016301,0.8642536359173911,0.8667564690113068,0.8609637532915387,0.8879229809556689,0.8352373540401459,0.8711303557668414,0.8710102779524667,0.8477577269077301,0.8654273322650364,0.8747470378875732,0.851706998688834,0.8680972754955292,0.8775466637951987,0.8478439492838723,0.875765493937901,0.8826033387865339,0.8546600384371621,3.27078,3.29817,2.7233,3.07004,3.09865,2.16194,1.58714,2.50872,5.49976,1.44385,5.20565,1.08044,4.71323,3.85664,4.32988,4.34787,3.20643,3.12483,5.42966,3.52545,6.73773,3.08804,3.33741,3.31932,6.41163,3.43022,2.36322,3.13674,2.60692,5.1272,3.04245,3.4288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,6PZ4A,0.8452657867561687,0.8819637975909493,0.8798646439205516,0.8775421408089724,0.8458655015988783,0.8798164914954792,0.8864981125701558,0.8834276714108207,0.8722681728276339,0.8864154924045909,0.8839830187234011,0.8807019753889604,0.8308312296867371,0.8148386884819377,0.8428975262425162,0.837481980974024,0.88345191153613,0.8468042530796744,0.8879568901928988,0.8823309188539331,0.818688300522891,0.8851470947265625,0.880785730752078,0.8689458099278536,0.8769432225010612,0.8742569061842832,0.8852279213341799,0.8907881406220522,0.8322780254212293,0.8746446587822654,0.786716799844395,0.855155348777771,7.68818,7.1496,9.14519,9.36128,6.74224,8.68647,9.44157,9.2317,2.2384,7.56102,4.81571,6.84755,9.93619,7.03932,11.1283,5.72036,8.36898,6.48496,8.23768,10.7988,8.68326,5.06296,4.7635,4.80237,6.54437,6.70141,5.63863,7.18679,7.54294,9.2502,10.4787,11.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,6JSGA,0.8876360687944624,0.9032942089769576,0.9135618242952559,0.892529653178321,0.9176761474874284,0.887579944398668,0.9004354046450721,0.9092643757661184,0.8749947978390588,0.8972695668538412,0.9072078267733256,0.8965921600659689,0.8762997190157572,0.9135597381326888,0.916797955830892,0.9155459172195859,0.9040952722231547,0.9162466559145186,0.8745594984955258,0.8713129229015775,0.910177595085568,0.9060300456153022,0.9111098945140839,0.9178209967083402,0.8878839744461907,0.885317302412457,0.8759143153826395,0.8634391029675802,0.9116686979929606,0.914570818344752,0.9147980378733741,0.9089776310655806,6.17116,8.10545,8.44716,6.27964,4.56168,4.79636,9.91611,7.24249,7.07956,4.24083,3.22915,5.08369,6.66376,6.00266,5.26647,7.12327,5.53156,4.30601,11.9429,4.08229,4.14655,6.78547,5.45479,4.03121,8.21767,4.53916,7.0053,4.16242,4.06188,4.93785,3.89009,8.68842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,6MO0A,0.7236625651518503,0.7246366788943609,0.7258024361605445,0.7258051509658495,0.6982783131922284,0.7273184082781275,0.723241463303566,0.7230155790845553,0.7172378972172737,0.7151068147892753,0.7213543976346651,0.7251629084348679,0.7206069951256117,0.7265298394486308,0.712345413553218,0.721259742975235,0.7231419639041027,0.715732807914416,0.7217312529683113,0.7260559154674411,0.7328529435520371,0.7269262578338385,0.701783244808515,0.7211405287186304,0.7251038057729602,0.7128868823250135,0.7212255159392953,0.7097423179075122,0.7253327916065851,0.7319655319054922,0.7109233758722743,0.7262733884466192,7.55063,6.61617,3.80224,11.9176,9.15238,7.98644,4.43066,7.56303,7.85234,7.13245,6.05609,7.69328,7.4361,6.56549,4.29622,10.0452,8.05962,13.4283,6.25993,9.97113,7.68117,8.25147,3.92264,8.81928,10.1192,9.09758,10.3542,4.03992,5.78428,5.95041,6.49882,10.8984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,6CJRA,0.8164720755556355,0.8038189851719401,0.7993179352387138,0.7993260116680808,0.8349072259405385,0.8150731700917949,0.8241306336029716,0.8146120180254397,0.8176739449086396,0.7841687733712404,0.8314195625160051,0.8251858068549115,0.815205649189327,0.8323197157486625,0.8236311013283937,0.8005039277284042,0.7642765822617904,0.8097504325534987,0.7901944867942644,0.83248705190161,0.8385072829930679,0.8262083776619124,0.8041495914044587,0.8183287110017694,0.8358701454556506,0.8183965812558713,0.8003705441951752,0.8325578635153563,0.8244587105253468,0.832625898330108,0.7874133884906769,0.8162601201430612,6.89568,7.31335,6.41102,6.19904,7.2955,4.12689,5.77512,6.29443,6.65579,4.87277,7.44938,6.55702,6.24925,6.61303,5.9184,3.54161,4.85955,4.1823,4.15946,5.96588,8.21064,7.57029,5.83528,3.65649,6.69893,8.39758,5.7963,8.69568,7.21825,3.9025,6.14181,6.66484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,6TENA,0.7044241974751154,0.6937905940271559,0.657129548844837,0.6766185341846376,0.6696660249006181,0.6851584308204197,0.6983638632865179,0.6709030050606954,0.6190317031883058,0.6683575972205117,0.5944768949633553,0.6787448050010771,0.7004169310842242,0.714877962356522,0.6946509274698439,0.6568132653122857,0.7055333675373168,0.697322543887865,0.6631642551649184,0.6780085145007997,0.6635124378261112,0.6727231648706254,0.6907474192835036,0.6935277460586458,0.659390498484884,0.7012883268651509,0.6376181216466994,0.671865932288624,0.6970261661779313,0.6777145578747704,0.6996509411505291,0.6970574117842174,10.571,8.47397,9.56166,8.46127,5.36908,7.49256,5.26942,5.82856,9.95132,5.72348,5.82353,11.2483,8.63505,9.01688,8.3734,4.81884,8.28471,8.85816,4.83285,7.9926,8.42115,8.32408,4.22816,6.25055,6.9153,9.55108,9.2945,9.56774,7.81992,6.08548,9.5878,7.74896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,6G2BA,0.8212068259716034,0.8039322197437286,0.8185781121253968,0.829018747806549,0.8281988859176636,0.8427975177764893,0.7884314000606537,0.7484171032905579,0.8322553634643555,0.8423866987228393,0.7999557793140412,0.8297979593276977,0.8181905150413513,0.8374258697032928,0.830831241607666,0.8362855732440948,0.8474968194961547,0.8205782115459442,0.8362885057926178,0.8017736852169037,0.8248221278190613,0.8339554309844971,0.8358187794685363,0.7908281207084655,0.8352480411529541,0.8372139453887939,0.8253314435482025,0.8560645937919616,0.8123364925384522,0.8262083470821381,0.7580982029438019,0.8476136863231659,5.44835,4.36245,1.39091,1.33133,4.47435,5.86153,4.7225,4.04596,1.94904,3.95411,2.24662,3.70105,4.66521,2.76972,5.82312,4.9994,3.98442,4.97204,5.8173,6.16226,5.49573,1.87694,1.32023,5.60389,4.80055,4.17515,1.92738,1.47435,3.18505,3.41538,7.42255,4.91282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,5ZR3A,0.8711184967647899,0.8693586614998904,0.8760740756988525,0.8274885714054108,0.8495820923285051,0.8302957876162096,0.8145750341090289,0.8686225305904042,0.8601562164046548,0.8112881264903329,0.8568228049711748,0.8661078106273304,0.8651748326691714,0.8684448274699125,0.8625311282548037,0.8732641718604348,0.8623546930876645,0.8796813731843774,0.8540077317844738,0.8746212504126809,0.8740892247720198,0.8696207864718004,0.8565697859634053,0.8333888866684653,0.8626016676425934,0.8618473518978466,0.8322541429237886,0.8489587550813501,0.8680902990427884,0.8558144975792278,0.8746308982372284,0.8602727028456602,6.12912,9.98896,8.6228,6.76881,5.59706,7.05176,4.02836,8.87852,9.46844,4.47581,6.813,7.13767,8.79438,8.25909,8.55756,7.48834,7.39825,6.5417,6.5722,6.68201,6.40595,6.46821,6.84913,4.53251,9.80552,3.89435,11.4807,5.63688,6.36929,8.07758,8.51246,8.04246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,6E6VA,0.7558743596076966,0.7789327055215836,0.7583159536123276,0.7633608669042588,0.7650488793849946,0.7745437353849411,0.7669103056192398,0.7557092338800431,0.737051573395729,0.7666359364986419,0.7678371638059616,0.7657106131315231,0.7885677993297577,0.7731156200170517,0.7627915114164352,0.7858685195446015,0.7844547003507614,0.7857591718435287,0.7768001079559326,0.7879098057746887,0.7703170597553253,0.7630169272422791,0.763040366768837,0.7657428711652756,0.7868645817041398,0.7850991755723953,0.7652941346168518,0.7767223060131073,0.7867473989725113,0.7894525229930878,0.7791762799024582,0.7792217403650283,2.12746,4.65695,3.38789,5.35995,4.32849,4.22424,4.12034,3.04607,3.56114,3.337,4.19754,5.33367,5.12135,5.00621,4.17516,4.70338,4.59006,4.70568,4.55652,4.73012,2.40986,5.56525,5.18777,2.14156,4.48419,6.5263,2.13326,2.42161,3.9795,4.8168,4.3261,4.03969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,6PNNA,0.8879251480102539,0.8896368781725565,0.8845579465230305,0.8895389080047608,0.8908002138137817,0.8884649833043416,0.8890651265780131,0.8836596488952637,0.8856763283411662,0.8952763597170512,0.8595796942710876,0.8936973810195923,0.8826013604799906,0.8476995547612508,0.8700097878774007,0.8917650421460469,0.8830209493637085,0.8801446755727133,0.8842391014099121,0.8917852481206258,0.8975693583488464,0.8929474631945292,0.8866283218065898,0.8818273703257243,0.8888366262118021,0.8906828840573628,0.8958246032396953,0.8972877661387125,0.886631190776825,0.863823390007019,0.8909126480420431,0.8794407884279887,3.91512,2.82794,4.12602,4.3798,7.45676,4.55935,4.5728,2.73737,5.88042,8.90633,5.36635,8.16294,6.43676,5.96688,8.96114,5.16933,4.07249,5.35959,4.28666,4.70135,5.03263,4.61505,5.04576,4.14132,4.51746,5.72654,4.41291,4.65965,4.59992,3.93454,6.85335,4.67836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,6NRIA,0.9040977741990771,0.9165118932723999,0.9239890192236219,0.9239202439785004,0.9174341261386871,0.9247248385633741,0.9233469707625253,0.9180697458130973,0.8867087406771523,0.9266938694885799,0.9131642494882856,0.9056005946227482,0.9210424082619804,0.9079458458083016,0.9193918108940125,0.916906829391207,0.9232419346060071,0.9270815423556736,0.9202941060066223,0.9076763689517975,0.9269817812102181,0.9135880896023342,0.9225886762142181,0.9150551302092416,0.9056517822401864,0.912201144865581,0.918527330671038,0.9029007085732051,0.9230872052056449,0.9222879409790039,0.9003203553812844,0.9003477011408124,6.05464,9.44805,2.78431,10.388,11.4618,6.85062,7.43614,5.27953,5.28497,8.81058,13.0477,4.98475,9.14341,5.91367,11.8608,5.27539,7.31852,9.27186,6.62624,9.74786,5.74636,6.03703,10.4205,11.7482,6.67816,8.87074,12.6289,8.06769,5.21616,9.32502,8.0323,5.72472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,6UWVA,0.8917419362068176,0.8920513427257538,0.8922352027893067,0.8774081647396088,0.8581549859046936,0.8673617613315582,0.8973946094512939,0.8900136673450469,0.8943376564979553,0.8791958606243133,0.8921133148670196,0.8863914167881012,0.8861796152591705,0.8896104192733765,0.8899119663238525,0.9010242748260499,0.8833122861385345,0.8933434438705444,0.8782889401912689,0.8920171976089477,0.8900810182094574,0.8709447610378266,0.8913645923137665,0.8575477397441864,0.8873018634319305,0.8881772089004517,0.8763582813739776,0.8959427034854889,0.8945378506183624,0.8970474660396576,0.8271801626682281,0.887373503446579,8.61325,5.19856,4.65837,4.40137,4.33944,5.08619,4.49754,5.43458,5.9379,4.16608,9.12257,4.28408,4.42585,6.05772,4.97618,6.95665,4.39182,8.63382,7.57447,6.65653,7.02692,6.16733,7.35974,4.2497,10.9241,4.39858,7.05396,4.80361,7.69807,4.0084,8.31187,4.93622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,6OIPA,0.7972956746816635,0.8059925168752671,0.7233795434236526,0.80131144374609,0.8037996500730514,0.8006785556674003,0.7880528628826141,0.8192101061344147,0.7795488625764847,0.7944498658180237,0.807329848408699,0.7992964744567871,0.7760403543710709,0.7858908265829087,0.7872082442045212,0.73527672290802,0.7922861129045486,0.8239945352077485,0.8074073165655136,0.7938321828842163,0.8315880000591278,0.8043662637472153,0.8110516369342804,0.8011949807405472,0.7766120731830597,0.8054137498140335,0.8229968041181565,0.8161339789628983,0.8124480813741684,0.8061133652925492,0.7536907732486725,0.8045046925544739,11.9361,4.83512,4.00073,9.36627,5.99894,8.06889,5.66265,7.49921,2.98692,9.50411,8.49739,8.4693,8.30721,12.7749,4.31432,6.9044,7.55352,8.43227,10.4498,6.2554,8.57199,9.73183,5.81285,6.22656,5.84597,9.32831,7.68623,4.16452,8.80916,9.28213,8.75048,7.90931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,6MIVC,0.6254685189988878,0.6253313720226288,0.6191434727774726,0.592149532503552,0.6249678068690829,0.6257513397269778,0.6205211049980588,0.6117102437549167,0.6156898935635885,0.6230757865640852,0.6153143544991811,0.6162588198979696,0.6094028751055399,0.6246912843651242,0.6116864217652215,0.6245101425382826,0.6185504992802938,0.6173073450724283,0.6244857741726769,0.5664030975765653,0.6214413609769609,0.622932536734475,0.6112324098745981,0.627386341492335,0.614654971493615,0.6261501974529691,0.612877776225408,0.6177063054508634,0.623074965344535,0.6250057187345293,0.615785108672248,0.6263852285014259,12.664,16.8261,17.359,20.3266,16.8429,16.7,12.1939,15.7357,17.6972,15.1317,16.8213,13.8954,13.0614,11.349,13.6364,15.0099,16.688,16.172,12.7406,12.1332,17.0041,9.42984,14.2138,16.2897,13.7018,19.1623,16.9615,14.7447,20.0484,16.6778,12.1394,16.9077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,6P8XA,0.7725067521844592,0.7715261223770323,0.7609084574949174,0.758851055588041,0.7109797823996771,0.7226241897969019,0.7704972340947106,0.7806206955796197,0.7637937835284642,0.7640535618577685,0.72238794252986,0.7697762832755134,0.7782200291043236,0.7709887439296359,0.7767731277715593,0.7632395908946082,0.7564958788099743,0.7626960164024716,0.7764754479839688,0.7863479086330959,0.771901711111977,0.7771408004420144,0.7803070445855459,0.7816837813173022,0.793705226410003,0.7767400599661327,0.7868744972206297,0.7836624043328422,0.750590022121157,0.7754984157426017,0.7770196341332936,0.7828506373223805,10.9842,11.8566,8.55754,6.49392,10.3482,13.5667,12.1263,15.9926,14.162,12.397,7.5088,11.1966,10.7017,8.17664,10.4157,9.80367,6.40396,12.9771,15.2457,10.6196,6.33113,8.6125,12.3308,15.2943,10.2748,9.38763,8.0777,10.4058,9.12316,7.47908,10.8518,8.21571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,6QTSA,0.8724977142281003,0.7919543700085746,0.8000141415331099,0.8637456728352441,0.8572811500893699,0.8359766966766782,0.8748365773095025,0.8512895670202043,0.870035191377004,0.8576379186577268,0.8057808544900682,0.858703593413035,0.8629015965594186,0.8460038122203615,0.8725790017180972,0.8755214893155627,0.8638765547010634,0.871055954032474,0.8649242603116565,0.8646872755553987,0.8583402153518465,0.8719897468884786,0.8826445804701911,0.8830451865990957,0.8519967777861489,0.8592908696995841,0.8673486610253652,0.8943050387832854,0.8634969029161665,0.8624934289190505,0.8522292590803571,0.8771341062254376,12.326,10.2499,10.8303,9.51044,8.36632,5.95706,10.3438,6.55677,12.4823,11.9612,17.1399,9.65145,9.58741,7.82058,7.75675,8.1164,11.4152,7.59229,8.08212,6.32559,7.19841,8.92488,13.6936,17.2211,5.05353,5.90621,17.4164,13.2407,9.06115,12.6636,10.5488,16.4765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,6PNMA,0.8634269876139504,0.8776924099240985,0.8683268640722547,0.8600108666079385,0.8653208953993661,0.8586408155305045,0.8745472856930324,0.8668227791786194,0.8696531781128475,0.8802778082234519,0.8714130307946887,0.8615974060126713,0.8605768552848271,0.8777563103607723,0.886581186737333,0.8772088033812386,0.8562881435666766,0.8759375129427228,0.874318893466677,0.8832225756985801,0.8700114233153207,0.8685304011617389,0.8640523169721875,0.8657116591930389,0.8841836154460907,0.8691944181919098,0.8587915429047176,0.874734776360648,0.8785678020545414,0.8747101553848812,0.8533402596201215,0.8762892144066947,5.21314,9.40738,5.91404,4.96653,4.70817,4.22464,8.64669,4.08197,4.76157,4.87631,5.28561,4.63355,6.59472,8.14756,10.1368,7.5226,3.60417,7.45828,12.3519,9.46448,4.68774,5.87133,6.02637,6.02693,5.00239,5.67947,8.84853,6.76179,11.0495,5.50729,6.42686,5.30836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,6OI8A,0.8707889287095321,0.897954169072603,0.886491126135776,0.8698544031695316,0.8581202438003138,0.8589492440223694,0.8868830266751742,0.9001713144151788,0.882078700943997,0.8369978289855154,0.8777407439131486,0.8739145335398222,0.8554460500416002,0.8646738717430517,0.8819405373774076,0.8681922554969788,0.850142030339492,0.912815577105472,0.8689583069399783,0.833993977621982,0.8543648719787598,0.8926688307210019,0.8527046567515323,0.8341932484978124,0.8744576730226216,0.8478385335520694,0.8329683071688602,0.8923801246442293,0.9068552506597418,0.8678609948409232,0.884554197913722,0.8659503961864271,5.7989,4.88589,5.73548,5.73904,5.85795,5.42724,6.18418,9.26854,5.52349,1.91574,5.14426,6.43005,5.47315,4.49,4.65707,5.35751,5.24437,5.47542,5.92729,6.17678,5.46967,5.41819,6.54962,6.21241,7.24631,5.20656,5.43056,4.55226,5.47656,5.03465,6.2193,5.87955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,6MHDA,0.8974072138468424,0.8728252808252971,0.857951545715332,0.8894651532173157,0.8877271970113119,0.8783168315887451,0.8610348065694173,0.8593618671099345,0.892596693833669,0.8900002519289653,0.9027705828348795,0.9006437063217163,0.8705611387888591,0.8340370933214823,0.8344342947006226,0.8813259442647298,0.848937165737152,0.8783867319424947,0.8878464897473654,0.880990727742513,0.8745837648709615,0.8873400211334228,0.887915579477946,0.8796280344327291,0.8557645320892334,0.8595678249994914,0.8492841124534607,0.7778723359107971,0.8914968649546305,0.8706362247467041,0.8321426431337993,0.8693796555201213,6.49928,5.31595,6.59538,5.53765,4.37685,5.14104,5.88337,7.84167,4.75974,5.40218,6.12668,6.62944,6.80905,6.3759,5.34764,5.37948,10.2485,3.69309,6.43306,7.32662,5.812,5.86571,4.57193,6.62467,8.16509,5.6072,5.70942,11.2856,4.58512,5.79274,7.9341,5.60892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,6HHRA,0.8617963418364525,0.8660191427916288,0.869649475440383,0.8523537144064903,0.8551963549107313,0.860914446413517,0.8569977469742298,0.8676713556051254,0.8656090646982193,0.8438758812844753,0.8640923853963614,0.8586816806346178,0.8521438539028168,0.8534018099308014,0.8644135612994432,0.8645231761038303,0.8661388643085957,0.8546815272420645,0.8626535199582577,0.8637622054666281,0.8520159926265478,0.8554624002426863,0.8532160688191652,0.8499767668545246,0.864366078749299,0.8689752817153931,0.8634901940822601,0.863377558067441,0.8549477569758892,0.8578692581504583,0.8604043647646904,0.8629688359797001,2.42132,3.35501,1.64209,1.27631,7.59298,3.65093,5.67342,3.80874,3.54145,4.34404,3.77138,4.15724,4.25841,6.26116,2.94685,3.6567,3.18508,5.06745,5.32794,3.96296,3.95751,4.21714,5.6338,5.32285,5.16791,5.44987,5.10314,6.77603,3.36669,3.288,3.906,2.07069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,6P8ZA,0.8072347981589181,0.7999277228400821,0.8058372565678188,0.777652899424235,0.820295030162448,0.8072382154918852,0.8040817578633627,0.8128558141844613,0.7604072831925892,0.8136359197752816,0.8131922341528393,0.788187773454757,0.8282493948936462,0.7685514319510687,0.807307847908565,0.7927236471857343,0.7218472517672039,0.8127044950212751,0.8011116158394587,0.8177949076607114,0.8158591389656067,0.8010941460019066,0.8073525400388808,0.8108018721852984,0.8093966160501752,0.8166592121124268,0.8088034348828452,0.809058598109654,0.7416739350273496,0.8026719377154395,0.7319199755078271,0.7954324058123997,8.89673,9.62963,9.50037,10.0282,11.8549,10.9821,7.47432,10.2482,11.0437,11.4229,9.82379,6.17798,11.3363,8.7611,10.1304,8.30866,7.73935,11.1084,8.12756,9.26151,9.88042,11.0456,3.91572,9.38468,5.02901,10.1309,5.89621,13.5454,7.31731,11.8461,8.8938,12.8642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,6C85A,0.9080504924058914,0.8870135545730591,0.8784882202744484,0.8477807193994522,0.8557263240218163,0.8699096366763115,0.8391499817371368,0.870598092675209,0.8696802332997322,0.866846889257431,0.9084034636616707,0.8842635452747345,0.8550385236740112,0.8815195187926292,0.880153201520443,0.8807324692606926,0.8769652992486954,0.8829251006245613,0.8856902793049812,0.8941860347986221,0.8900800496339798,0.8762943893671036,0.8590659573674202,0.8687460273504257,0.8879277259111404,0.8693240210413933,0.8720314800739288,0.8434841483831406,0.8832448050379753,0.8886125609278679,0.8928490281105042,0.8974369168281555,4.79033,1.64398,2.45175,2.20228,1.70003,2.66319,3.09293,3.72837,1.22384,2.95456,3.29706,2.89165,2.54225,2.81299,5.21206,2.67911,2.35426,3.61053,2.39273,5.22196,1.69111,3.58058,3.27328,4.27361,5.548,3.30738,3.38902,2.44013,2.76131,2.47245,4.59169,3.83711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,6J06A,0.8283253474669023,0.8375137827613137,0.8584559126333757,0.8294502117417075,0.6978749118068002,0.8241027864542875,0.8331459272991527,0.8386591672897339,0.8628567403013055,0.8285381414673545,0.7770076610825278,0.7861378192901611,0.8301767002452504,0.8655090494589373,0.8535715449940074,0.7948562015186657,0.8273412856188688,0.830345403064381,0.8647955168377269,0.8553869019855153,0.8297550894997336,0.8550215417688544,0.8415316072377291,0.8334907293319702,0.8481932986866344,0.7371701896190643,0.8548733808777549,0.8393386819145896,0.79888639124957,0.8384510603818026,0.8318969986655496,0.8424345742572438,5.16188,8.04008,10.4569,8.90226,7.15745,6.49243,11.6147,9.35869,7.38543,8.36669,5.09571,6.17049,8.97351,13.8988,6.93694,8.29768,3.28127,9.62048,6.96491,2.91191,4.68071,9.04919,7.82732,12.4934,3.1595,14.2182,8.04504,12.111,4.41415,13.2131,13.1408,8.20938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
